Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
3,0,0,1,0,2,2,145,1,8840,0,1,11,42,18,2,5392
1,0,0,1,3,2,1,132,2,8860,2,3,17,31,23,2,5816
2,1,0,3,2,2,2,279,3,586,0,1,5,15,9,1,1818
3,0,2,2,2,2,2,170,3,2834,2,6,4,25,9,0,4403
3,1,0,3,1,2,1,182,0,2850,1,1,9,45,2,2,1586
0,0,1,1,3,2,2,253,0,7829,3,2,6,25,17,2,2448
0,0,3,1,0,1,0,66,3,57,0,5,15,29,11,0,1393
3,0,2,2,3,0,0,257,1,708,0,7,21,24,0,2,2071
1,0,3,0,1,2,2,106,0,2765,1,6,21,45,24,2,2083
2,0,3,1,3,1,1,79,0,8,2,1,20,16,19,0,1069
0,1,1,3,3,1,0,125,1,56,0,5,8,10,23,0,805
1,1,0,0,3,1,0,90,1,99,0,3,6,41,12,0,1045
3,0,3,0,3,2,2,292,3,3730,3,1,14,39,1,1,3659
3,1,3,3,1,1,1,266,1,41,0,6,18,42,3,2,2051
2,0,1,2,3,0,0,219,1,1603,2,6,10,36,9,0,2163
3,1,1,1,2,1,1,299,2,2,0,5,18,2,5,2,2787
3,1,0,3,3,0,1,245,1,687,1,5,7,46,14,1,1765
2,1,0,2,1,1,2,209,0,92,1,3,6,10,5,0,809
0,0,0,0,2,1,1,251,1,57,1,7,18,7,24,0,1593
3,0,1,0,1,2,1,70,1,6019,3,3,20,46,21,2,4040
3,0,0,0,1,1,0,202,1,65,1,7,23,25,18,2,1837
1,0,0,3,2,1,1,105,3,51,1,7,19,47,18,0,2690
2,1,1,2,3,1,0,253,3,52,0,1,6,33,4,1,1587
3,1,3,0,1,2,0,63,2,6824,3,2,4,2,23,1,4082
0,0,2,1,3,2,0,182,3,3293,2,3,11,14,7,1,2629
1,1,1,1,2,2,0,199,2,6211,3,5,8,45,17,2,3700
2,1,2,2,3,1,1,83,2,60,0,2,6,42,1,2,2732
3,1,1,0,1,1,0,132,2,63,3,6,17,5,15,0,2946
2,1,1,1,0,2,1,250,0,9941,3,3,0,36,7,0,3703
1,1,1,0,1,0,1,190,1,557,0,5,20,20,12,1,1243
0,0,2,0,2,2,1,64,0,4499,1,6,24,30,24,0,2702
2,1,2,1,3,2,1,246,0,8764,0,6,24,36,7,1,1815
2,0,1,0,1,1,0,133,2,70,0,3,5,11,16,0,2204
3,1,1,1,2,2,2,227,2,8786,3,4,20,24,2,1,5976
0,0,0,1,2,0,1,59,0,1991,0,2,14,0,12,0,1009
3,1,3,3,1,1,2,270,3,34,1,2,24,10,18,0,1641
1,0,3,2,0,0,0,214,2,227,2,4,3,10,2,2,2085
2,1,1,2,1,2,0,236,1,5063,1,7,15,15,24,0,2833
1,1,0,2,2,1,2,260,2,47,3,2,19,31,10,1,2370
0,1,0,2,0,0,0,276,1,1087,1,7,21,13,1,1,1221
0,0,3,2,3,0,1,245,1,748,2,2,8,42,18,1,2088
0,1,1,0,0,0,0,281,1,1006,3,7,22,37,22,1,1984
2,1,0,1,3,1,0,92,3,6,1,4,18,0,2,2,1378
1,1,2,2,0,1,0,113,1,65,0,6,23,36,10,0,1171
3,1,2,3,1,1,0,78,1,59,0,2,22,49,17,2,1609
3,1,3,2,1,2,1,276,2,3959,3,5,8,43,7,0,4662
3,0,1,0,1,0,1,225,3,317,0,2,13,15,6,0,1847
3,1,1,1,1,0,0,181,2,547,3,7,15,39,9,2,3456
3,1,2,3,2,1,1,135,1,7,3,2,20,9,12,0,1773
3,1,1,0,1,1,1,172,1,12,0,4,12,48,11,0,1706
1,0,1,0,2,1,1,73,2,13,2,1,14,29,24,0,2696
1,0,1,3,2,1,2,195,1,70,0,2,16,16,19,0,1258
3,1,2,0,2,1,2,85,2,34,1,2,9,8,11,2,2363
1,1,1,1,0,1,2,198,0,96,3,1,10,41,15,2,1162
3,1,0,3,0,2,0,124,0,6730,3,4,3,28,13,2,2207
1,1,2,3,2,0,0,144,0,248,3,7,2,29,7,2,2032
2,0,0,2,3,0,1,103,1,912,1,5,16,47,13,2,2190
1,1,1,2,3,1,2,251,0,25,0,6,2,14,4,2,952
2,1,3,2,2,0,2,199,3,328,3,4,0,21,5,1,2312
3,1,1,3,0,0,2,93,0,1406,3,4,17,18,5,1,1214
1,1,1,0,3,2,1,163,1,3022,2,4,23,29,8,0,1509
1,0,1,1,2,0,2,215,1,1793,1,2,12,34,16,2,1845
0,0,3,3,2,2,0,238,3,4674,0,4,13,25,1,0,1830
2,1,3,1,0,1,1,147,0,95,2,6,8,0,12,2,1132
0,1,2,2,2,2,0,172,0,5356,2,6,4,39,2,0,3219
1,0,0,3,0,0,2,292,3,1819,2,2,16,46,14,0,2000
3,0,1,2,1,2,1,85,3,5474,1,3,10,44,13,2,4061
1,0,0,3,2,0,2,256,3,1460,2,6,4,35,16,2,2976
1,1,0,0,1,1,1,249,0,70,0,4,5,5,17,1,927
3,0,1,2,3,2,1,136,0,2859,3,1,16,27,22,0,1844
2,0,3,3,3,0,2,294,2,904,3,1,8,45,14,1,3246
3,1,0,0,0,0,1,157,3,722,0,3,18,26,3,2,1537
0,1,2,0,0,0,1,258,1,1672,0,1,10,6,2,2,975
3,0,3,2,2,0,1,267,2,661,1,6,8,35,9,2,4132
1,1,2,0,3,0,2,281,0,379,2,6,19,8,0,1,1302
1,0,3,1,1,2,1,263,3,1202,0,7,22,13,11,1,2214
1,0,1,2,3,0,1,263,3,1747,1,2,3,42,11,1,2189
3,0,1,2,2,0,0,157,2,1880,1,4,16,49,13,2,4021
3,0,2,0,3,1,0,280,1,51,3,5,22,47,2,1,2819
3,1,0,2,3,1,2,95,0,92,3,2,8,0,3,1,897
1,1,2,1,2,1,0,280,0,81,1,1,19,18,17,1,1354
0,1,0,1,3,0,2,59,2,1886,1,6,0,3,5,1,1885
3,1,1,1,0,2,0,109,1,9489,1,5,23,18,6,1,942
3,0,1,0,1,0,1,288,0,69,1,1,2,6,9,2,1156
1,1,3,3,3,1,1,284,1,9,1,5,2,5,21,2,1491
1,1,0,3,1,1,1,97,1,25,0,1,15,34,21,2,1238
1,1,0,1,3,1,1,262,3,61,1,7,11,13,22,0,1712
1,0,2,1,1,2,1,110,1,5508,3,2,11,34,15,1,2479
3,0,2,1,0,2,2,180,2,5986,2,2,16,16,22,1,4724
0,0,1,1,0,2,2,177,1,8613,1,2,21,36,14,1,1221
0,1,0,2,1,0,1,192,2,397,0,4,18,37,13,0,2213
1,0,2,3,3,0,0,154,0,1492,3,7,19,14,23,1,2083
1,1,1,0,3,2,1,280,1,4508,0,4,20,11,2,1,1977
1,0,0,2,3,1,1,271,3,19,3,4,21,2,23,2,2223
1,1,0,3,0,2,0,73,3,7552,2,3,12,45,7,2,1753
1,1,3,0,1,2,1,252,3,2499,0,1,18,36,5,0,2513
3,0,2,3,2,1,0,232,1,38,3,5,16,47,23,0,3007
3,1,2,3,2,0,0,85,3,1046,1,3,17,32,17,0,2264
2,0,3,3,2,1,2,189,0,94,3,2,15,4,23,1,1252
1,0,3,1,1,1,0,111,2,87,2,6,15,22,8,1,2768
3,0,3,2,2,0,1,264,3,1887,3,4,16,39,17,1,3561
2,1,2,1,2,0,0,118,3,1945,1,6,23,26,24,2,2360
2,1,3,1,0,2,2,223,0,2888,2,2,23,28,7,2,1472
0,0,3,0,2,2,1,246,2,544,0,6,12,50,1,0,3437
1,0,0,1,3,1,2,61,0,54,1,1,8,35,8,0,1006
3,1,3,0,0,2,1,60,0,6920,0,1,1,40,19,0,2249
2,1,1,3,3,1,1,123,2,4,3,3,22,11,2,0,2413
3,0,3,1,1,0,0,76,0,266,3,7,24,2,20,1,2175
0,1,1,1,3,2,0,233,2,5505,1,3,24,39,5,0,3375
3,1,0,0,3,0,1,94,3,826,1,6,11,43,2,0,2487
3,0,1,1,3,1,1,129,2,99,3,1,18,24,3,1,2914
2,0,0,3,1,0,2,186,0,1277,2,4,22,21,21,0,1573
1,1,3,1,0,2,0,105,1,8771,3,3,8,7,7,1,2919
1,0,0,2,0,0,2,138,0,46,2,3,2,34,18,1,1148
3,1,2,1,1,0,2,112,0,1401,0,7,6,44,17,1,1987
2,0,3,0,2,0,1,109,3,561,0,6,0,2,11,2,1877
0,1,3,1,2,0,0,261,2,1604,3,3,19,45,0,0,2673
0,1,3,1,1,2,0,249,3,4265,0,1,19,29,10,0,2334
1,1,3,3,0,1,2,217,1,77,2,4,19,44,18,2,1567
2,1,3,2,2,1,0,244,2,28,2,1,18,36,21,1,2798
1,0,2,0,0,0,0,79,3,519,3,3,12,42,23,0,1991
1,1,1,1,2,1,1,248,1,50,3,1,3,15,4,1,1317
0,0,1,3,1,1,1,108,3,60,0,2,24,0,2,2,1401
3,1,0,1,2,0,1,180,2,898,3,1,8,37,10,0,2837
0,0,1,0,1,2,0,123,3,7425,1,2,4,6,5,2,2649
3,1,2,0,3,0,1,140,1,15,3,7,4,36,12,0,2654
1,1,0,0,1,2,1,87,3,2571,3,7,7,39,2,0,2365
2,0,1,1,0,2,1,198,1,9885,1,4,10,4,16,0,4051
0,0,0,3,0,1,0,228,2,48,2,3,7,33,4,2,2381
2,0,2,3,3,1,1,216,3,69,0,6,21,44,5,0,2412
1,1,2,2,2,1,2,195,2,13,0,2,15,17,6,0,2284
2,1,0,3,3,0,2,198,2,1996,1,7,16,36,4,0,2775
0,1,0,0,2,0,0,168,1,194,1,1,20,9,9,0,764
2,0,0,1,2,1,2,72,1,8,0,2,12,44,5,2,1554
2,0,0,2,1,0,2,140,3,1923,1,3,16,14,11,0,1879
2,0,3,0,2,1,1,203,1,90,3,2,23,17,16,0,1777
1,1,1,0,0,2,2,224,1,3650,1,4,2,7,3,0,663
2,1,1,2,0,1,2,102,3,90,2,6,16,28,18,2,2244
0,0,2,1,2,2,2,119,3,5769,2,7,6,8,22,2,3646
3,0,0,2,3,1,0,74,2,66,1,3,19,39,5,1,2960
3,0,3,1,0,1,0,202,3,62,1,1,3,15,14,0,1556
3,0,0,3,3,0,2,186,3,240,1,2,0,10,4,2,1724
1,0,1,2,2,0,1,250,3,332,1,7,3,37,4,1,2222
1,0,0,0,0,1,0,186,2,60,1,2,23,16,0,1,1862
3,1,1,2,1,1,1,183,3,72,0,5,13,40,24,1,2241
3,1,2,0,0,1,1,98,1,91,1,2,12,41,6,1,1629
0,1,2,2,2,1,1,107,2,77,0,2,9,45,8,2,2350
3,1,1,3,3,1,0,199,0,73,0,1,9,9,18,2,959
3,0,3,1,1,2,0,172,3,2664,2,5,22,18,19,0,3484
1,1,1,2,1,2,0,88,2,2317,0,6,15,45,23,1,2930
0,0,3,0,0,0,0,98,0,1033,0,1,19,36,9,1,920
3,0,3,0,3,1,0,213,2,36,3,2,21,42,8,2,3090
2,0,0,2,0,1,0,241,1,52,3,3,8,43,7,2,1811
3,0,1,1,0,1,1,107,2,32,1,2,21,4,20,1,2305
1,1,2,1,2,2,0,71,1,2536,1,5,1,36,21,1,1635
0,0,0,1,0,0,2,206,3,972,0,2,16,10,19,0,1308
3,1,0,1,1,1,2,93,2,35,1,4,21,25,15,0,2568
3,1,1,0,3,0,2,285,1,1591,1,6,6,36,23,0,1935
2,1,3,2,0,2,0,105,1,4763,1,5,11,41,5,0,1897
2,1,2,1,3,0,1,282,0,482,1,7,8,36,24,0,1863
3,1,2,3,0,0,0,212,2,1423,2,5,1,1,24,0,2501
2,0,1,1,1,1,2,267,1,53,1,2,1,30,11,2,1446
1,0,1,3,2,2,0,274,3,5167,2,3,15,32,23,0,3698
0,0,1,0,0,1,2,83,0,29,2,2,20,38,23,1,1023
0,0,0,2,0,2,2,123,2,2632,3,6,21,4,21,2,2499
1,1,0,0,0,2,0,50,3,3643,1,2,2,49,1,0,2457
3,1,3,2,1,0,2,107,1,1493,3,6,0,45,16,0,2636
2,0,2,3,2,1,0,154,3,17,1,5,6,40,2,1,2477
2,1,1,0,3,0,1,95,1,1574,0,1,9,19,6,1,1219
2,0,2,0,0,2,1,278,1,1427,0,4,14,2,1,0,1509
1,1,1,3,2,0,2,145,3,772,2,5,13,22,18,0,2013
3,1,2,0,2,1,0,109,3,24,0,4,4,2,14,2,1636
0,1,1,3,2,1,2,201,3,16,3,3,19,39,10,0,1767
3,1,2,2,1,2,2,159,1,4669,1,7,11,50,4,0,3469
3,1,2,1,0,1,1,294,2,44,1,7,0,14,22,0,3038
1,1,3,1,3,2,2,94,0,2131,1,7,19,45,0,1,1767
1,0,3,1,3,1,1,65,3,71,3,4,24,0,9,1,1712
3,1,1,2,2,2,2,178,1,4816,0,2,14,15,6,0,2408
3,1,0,1,3,2,2,175,3,5555,3,5,21,35,0,2,3660
3,0,1,0,0,2,0,162,1,9107,2,3,17,10,19,0,5293
3,0,1,1,2,0,2,145,3,1707,3,3,9,26,0,1,2696
2,0,0,1,0,2,2,204,2,10,3,6,1,17,9,0,2955
2,1,1,1,2,1,1,228,1,75,3,2,15,29,3,0,1447
2,1,3,2,0,2,0,251,2,4123,2,1,12,19,10,2,3415
1,1,1,3,1,2,0,168,0,5619,3,4,18,32,9,2,2508
0,0,3,0,0,0,1,92,0,1857,3,3,15,9,15,1,1134
2,0,0,1,3,1,1,65,3,96,0,2,2,10,17,2,1711
0,0,1,0,1,0,0,270,2,663,2,4,11,11,5,1,2113
3,1,2,2,3,1,0,134,1,95,3,5,21,12,7,1,1672
1,1,2,1,0,2,0,274,3,5198,0,3,13,33,6,2,2669
1,1,2,1,1,0,1,117,0,37,1,3,0,1,23,1,995
1,0,1,0,2,1,0,116,3,84,3,1,15,2,12,2,1453
0,0,3,3,1,1,0,93,3,11,2,2,6,7,13,2,1619
1,0,2,0,3,1,1,242,0,83,3,4,11,21,15,2,1865
3,0,0,0,3,2,0,145,2,7848,0,5,1,21,4,2,5779
0,0,1,1,0,0,0,137,3,1079,0,5,17,16,7,0,1375
0,1,2,0,1,0,1,200,0,1768,1,2,24,1,18,1,873
1,0,3,0,1,0,1,185,0,1583,0,3,9,8,17,0,1078
3,0,2,2,0,1,0,223,1,44,1,4,12,32,6,1,1723
1,1,3,1,3,2,2,104,0,7864,2,5,16,48,18,1,3694
2,0,1,1,1,1,2,291,0,8,3,4,4,49,3,2,1995
0,1,3,3,0,1,1,245,2,94,1,6,12,43,7,0,2093
2,0,0,1,2,2,0,249,3,5836,0,3,23,45,13,1,3286
1,0,2,1,1,0,1,285,2,789,2,2,22,0,1,0,2606
1,0,0,3,2,1,0,138,2,7,3,3,2,49,19,2,2981
2,0,0,0,3,1,2,292,0,19,2,1,7,48,10,1,1518
2,0,2,2,0,2,1,56,1,9332,2,3,8,38,7,1,4811
0,0,2,2,0,0,1,203,1,199,1,5,2,9,9,0,1198
2,0,3,1,0,1,0,58,1,24,2,6,23,44,4,1,1611
2,1,2,2,0,1,2,63,0,53,2,3,21,1,2,1,542
2,1,0,2,0,2,2,246,0,6657,3,1,24,14,6,1,1565
3,0,1,0,0,2,0,149,3,4783,0,7,7,23,0,0,3344
1,1,3,0,0,1,1,78,1,4,2,1,17,32,22,2,1277
0,0,3,0,3,2,0,103,2,9993,1,4,22,19,5,2,5756
1,0,2,0,0,1,2,69,2,25,2,1,23,47,23,2,2548
3,0,2,0,3,2,2,128,2,2901,1,6,22,19,20,0,4488
0,0,3,0,2,1,0,204,2,44,0,2,21,41,9,2,2757
1,1,1,0,0,0,0,208,0,1584,3,6,23,0,0,0,1008
3,1,3,0,0,2,1,75,1,3636,2,1,22,24,0,1,1192
3,1,0,0,1,2,2,252,3,9727,1,2,10,11,14,2,1523
3,1,3,2,2,2,0,192,1,1485,1,2,2,31,12,2,2148
1,1,0,1,1,1,2,149,0,51,2,6,18,12,12,1,1278
0,1,3,2,0,0,2,154,3,612,2,7,2,41,17,1,1988
0,0,0,1,3,0,0,60,0,901,2,5,17,33,17,0,1647
3,0,2,1,0,0,2,245,0,1371,1,6,16,22,20,1,1759
0,0,2,1,3,2,1,161,0,759,3,4,17,17,22,0,1790
2,0,3,0,2,2,2,275,0,625,0,5,15,15,10,1,1393
1,1,1,0,0,0,2,175,0,1691,1,6,8,48,14,1,1311
2,0,2,0,1,1,2,180,1,80,2,5,18,38,1,2,2071
3,1,3,3,3,2,2,146,3,1846,2,2,8,36,3,1,2188
3,1,0,2,0,0,0,153,3,410,2,2,4,47,11,1,1768
2,1,1,2,0,1,0,132,1,15,0,7,8,48,1,0,1278
2,0,0,2,0,1,2,235,1,92,3,3,12,37,12,1,1366
2,0,0,3,2,1,1,285,3,78,3,3,20,18,8,2,2516
2,1,2,0,2,2,2,108,3,6109,1,6,4,44,3,0,4717
3,1,3,3,1,0,1,149,1,99,3,3,22,22,13,0,1505
2,0,0,0,2,2,1,66,0,670,3,2,21,32,21,0,2026
2,0,3,2,2,1,0,234,1,81,2,2,18,7,14,1,1652
1,1,1,2,2,2,2,82,2,5916,3,6,1,48,19,0,4374
0,0,3,0,3,2,2,174,1,3091,0,3,11,34,24,2,2175
0,1,1,2,0,0,1,271,1,1158,2,1,1,28,14,0,1210
2,0,1,0,3,2,2,245,2,6488,0,6,22,40,0,1,4859
2,0,3,1,1,1,0,231,3,88,0,5,0,16,11,0,1722
2,0,2,3,1,1,0,65,3,92,2,5,4,30,18,2,2309
2,0,1,2,1,1,2,222,0,78,3,7,0,9,22,0,1993
2,1,0,0,3,0,1,133,0,1182,3,1,13,29,18,0,1308
2,1,0,1,1,2,1,219,2,7385,1,6,20,38,10,2,3887
0,0,3,0,2,1,2,166,1,28,3,7,10,5,11,2,2040
2,1,3,3,1,1,2,85,3,15,3,5,14,18,9,1,1760
3,0,2,1,2,0,2,236,0,1131,3,7,20,47,11,0,3250
1,1,2,3,3,2,0,122,2,2003,2,2,14,32,0,0,2533
2,0,2,0,0,0,0,196,2,179,0,7,16,6,2,1,2199
1,1,0,1,3,1,2,174,2,11,3,4,19,12,21,2,2335
1,0,3,0,0,1,2,141,0,13,3,6,2,34,19,0,1921
2,0,2,1,1,0,1,260,1,1145,0,3,19,0,16,2,1615
3,1,2,0,2,0,0,191,1,776,0,1,9,17,17,2,1710
1,0,3,1,0,0,0,185,0,462,3,1,14,2,9,2,611
2,1,1,0,1,1,2,235,3,97,0,5,18,0,6,0,1368
0,0,1,0,0,2,2,252,0,9395,1,3,13,0,5,2,2867
3,1,2,2,3,0,2,114,0,1688,0,7,21,4,20,2,1341
0,0,0,2,0,2,1,94,1,2631,1,3,8,39,5,0,1887
0,0,2,2,3,2,0,62,2,242,0,2,17,46,11,1,2542
1,1,3,3,2,2,0,159,0,1480,0,1,3,26,6,0,1488
0,0,3,1,2,2,2,95,0,1695,2,2,5,27,3,0,1172
0,0,2,0,1,0,2,148,0,1399,1,5,17,50,6,0,1645
3,1,0,2,2,0,2,60,3,1996,3,3,2,12,5,0,2085
3,0,1,2,0,0,1,168,1,1034,0,5,19,4,23,2,1516
0,1,3,1,1,2,1,206,3,3318,1,6,5,7,16,0,2531
3,1,1,2,0,1,0,108,3,17,1,3,10,9,19,1,1439
0,1,1,2,2,2,1,294,0,6631,1,5,19,42,2,0,1741
1,0,3,0,3,2,2,57,3,257,3,6,23,48,15,0,2725
3,1,3,2,1,0,2,112,0,1451,0,6,21,43,21,1,1778
2,1,1,0,0,1,2,206,3,73,2,2,16,33,22,1,1709
1,0,1,0,1,1,1,201,1,97,3,5,12,22,9,0,1763
3,1,0,0,3,1,2,221,0,97,2,5,22,26,4,1,1353
3,1,3,3,1,2,2,281,3,1978,3,6,9,31,17,0,3601
3,0,2,1,1,2,2,164,2,3329,0,4,9,27,2,2,3774
1,1,1,0,1,1,0,107,1,33,0,6,2,2,21,2,1021
0,1,2,1,2,2,2,275,3,9398,2,6,16,32,16,1,4306
0,1,0,3,3,2,0,141,0,227,0,5,23,21,10,0,992
1,1,1,1,2,1,0,214,3,73,2,6,2,22,7,1,2030
3,0,2,3,2,0,0,113,3,952,0,1,21,42,7,0,2401
3,1,1,3,3,2,1,293,3,2639,3,5,2,8,0,1,3080
2,1,3,0,3,1,1,122,1,63,1,2,22,13,2,2,1277
3,1,0,2,3,2,0,170,3,5928,2,3,18,27,15,0,1890
3,0,3,3,0,0,1,240,3,1045,3,3,11,28,12,2,2502
3,0,3,2,1,2,1,180,0,1868,3,5,24,25,18,0,3292
3,0,0,3,3,1,1,106,3,76,2,7,4,40,21,2,3384
1,1,1,3,3,0,2,217,1,1012,1,7,16,50,13,1,1781
3,1,1,2,1,0,2,216,1,46,3,6,21,29,17,2,2222
0,0,3,0,1,1,2,257,0,31,1,6,18,29,20,2,1616
0,0,3,3,1,0,2,135,1,107,0,6,5,41,1,0,1545
3,1,1,0,3,2,1,168,1,8046,2,3,0,2,2,0,2334
1,0,0,0,3,1,0,206,1,74,2,3,17,16,5,1,1273
3,1,0,0,2,0,0,153,1,1949,0,2,1,41,19,1,1864
0,1,1,0,2,2,1,124,2,2549,2,7,10,44,15,1,2946
1,1,3,1,0,1,0,299,2,66,0,1,14,39,18,2,2069
1,0,0,3,2,1,1,212,0,11,2,3,2,18,10,0,1286
2,1,0,1,0,0,2,192,3,1219,3,1,6,17,23,1,1503
3,1,2,3,0,2,0,164,1,7816,3,4,3,10,0,1,3063
2,0,0,0,0,1,0,211,3,72,0,6,21,47,13,0,1939
1,1,0,3,0,0,2,251,1,236,0,7,16,4,8,2,806
1,0,3,1,2,2,1,242,1,5478,1,1,21,10,3,0,2781
1,1,2,0,3,2,2,194,0,1795,3,5,24,37,9,1,2244
0,1,3,1,0,1,0,58,3,12,0,4,2,19,15,2,1165
0,0,0,0,2,1,2,152,1,28,0,3,16,39,13,2,1310
0,1,3,3,3,1,2,161,0,70,2,5,16,49,22,2,1539
0,1,2,0,3,0,2,107,3,1934,0,7,7,29,22,2,1635
0,1,3,0,0,1,2,151,1,7,3,4,2,7,12,1,984
1,0,1,3,1,0,1,244,3,806,2,2,20,8,15,0,1708
1,1,3,2,0,1,0,54,1,93,3,2,15,22,18,2,908
0,1,0,0,2,0,2,181,1,1432,0,5,10,19,0,0,1228
1,1,0,2,0,2,2,259,1,5018,2,6,4,16,4,2,2323
2,0,1,1,1,0,2,270,0,1425,2,4,2,26,16,0,1674
2,0,3,3,2,1,1,131,1,87,3,1,22,14,14,2,1433
3,1,3,1,1,0,0,160,0,1227,3,5,24,6,23,2,1774
0,0,2,0,0,1,2,139,3,79,3,3,11,14,23,0,1774
3,1,1,2,1,1,2,73,0,93,2,6,7,3,13,0,1226
3,1,0,1,3,1,2,161,0,37,0,5,17,41,16,2,1336
2,1,2,0,1,2,2,133,0,8908,2,2,13,10,4,1,2425
3,1,1,0,0,1,2,241,0,24,0,5,1,43,20,2,1497
0,1,3,0,0,1,2,138,3,14,0,6,14,20,22,2,1446
1,0,2,0,3,0,0,279,3,207,1,2,20,40,6,2,2054
3,1,3,3,2,1,0,272,0,85,2,2,8,36,16,0,1393
2,0,1,1,0,2,2,150,0,8805,2,7,18,24,7,1,1563
3,0,2,3,2,1,1,78,0,97,1,3,13,5,17,2,1432
2,0,3,0,1,1,0,106,0,19,0,2,20,12,2,2,821
3,0,1,1,3,2,0,192,3,1485,3,7,6,50,8,1,4086
1,0,2,3,2,1,1,89,2,24,0,1,14,7,3,2,2457
3,0,0,2,0,1,2,284,0,10,3,2,10,41,14,0,1556
3,0,1,0,3,0,2,272,0,486,2,4,14,37,2,2,2223
1,0,0,0,0,0,2,294,3,582,2,1,18,37,0,0,2001
3,1,0,0,1,1,1,126,1,81,1,7,10,16,17,2,1753
3,1,0,3,3,0,0,185,2,79,3,6,23,34,20,1,3231
0,0,0,1,1,0,1,70,0,1618,2,5,18,37,20,0,1738
0,1,0,1,1,0,2,73,3,1933,2,1,13,35,12,2,1522
3,1,2,3,1,2,1,147,3,8463,1,5,6,23,17,2,4818
2,0,2,1,0,1,2,150,0,31,0,1,2,7,15,0,501
1,0,0,2,1,1,0,109,3,69,3,1,1,50,16,2,2087
3,1,2,2,0,0,2,177,2,1764,1,1,18,29,11,1,2554
3,1,1,3,1,2,1,278,1,7150,0,2,17,46,4,1,4286
2,0,0,2,3,1,2,91,2,49,1,6,17,21,7,1,2643
0,1,1,0,2,2,2,205,3,3121,1,4,17,10,22,0,2248
2,0,0,2,0,2,2,166,1,8476,3,1,15,10,21,1,3343
1,0,0,0,1,1,0,147,2,73,1,3,3,21,22,0,2454
0,0,0,1,1,2,0,238,3,7850,3,7,12,12,4,1,2326
2,1,3,2,0,1,1,158,0,70,2,4,3,5,14,0,822
3,0,2,2,1,1,2,123,0,4,2,2,6,3,18,0,1138
3,0,3,3,1,1,2,209,2,3,0,1,14,8,11,0,2746
1,1,3,0,1,1,1,247,2,9,1,5,8,47,23,2,2821
0,1,3,0,0,2,0,284,2,8944,2,1,9,40,19,0,3422
1,0,3,2,2,1,0,235,0,79,1,5,7,47,1,2,1775
3,0,2,2,3,1,0,124,0,21,3,3,2,14,9,1,1164
2,1,1,0,3,0,2,226,1,413,1,3,2,48,3,1,1586
1,0,2,1,2,0,1,274,1,789,1,6,6,41,5,1,2263
2,1,1,2,2,0,1,225,3,1963,0,4,22,37,2,2,2247
0,1,3,3,3,0,0,238,0,145,2,2,3,4,15,1,563
3,0,3,3,1,2,2,221,1,6986,2,7,6,21,15,1,4187
3,1,2,3,2,2,2,191,1,1737,0,4,20,12,5,1,2121
2,1,3,1,2,0,1,260,2,619,0,4,2,17,15,0,2499
3,1,1,1,0,1,1,181,0,33,2,2,18,45,22,0,1439
3,1,1,0,1,1,1,59,3,7,1,3,16,16,6,2,1836
3,1,2,3,2,2,2,164,1,523,0,1,4,1,24,0,1491
1,1,0,3,1,2,0,236,0,3384,0,3,24,43,4,1,2199
3,1,0,1,1,2,1,67,3,9215,1,3,1,34,7,1,4471
3,0,3,1,2,2,1,66,3,6243,0,6,24,23,2,1,2587
3,1,3,3,1,0,1,134,0,263,0,3,24,26,24,1,1434
2,1,1,0,1,1,0,145,1,24,1,7,18,45,22,0,1659
3,1,2,1,2,1,2,227,3,60,2,6,2,22,13,2,2669
2,0,1,2,1,2,2,231,2,1008,3,2,5,38,7,2,3206
1,0,2,1,2,0,1,168,1,1208,3,6,1,0,19,0,2267
1,1,0,0,3,0,1,145,3,1840,0,4,3,37,0,1,1740
2,0,1,2,1,0,1,53,1,1083,0,6,8,15,24,2,1841
1,0,0,2,3,1,2,58,1,34,0,2,21,29,1,0,1266
0,0,3,0,3,1,0,287,3,66,2,7,11,8,4,2,1973
2,0,3,0,2,0,1,277,1,1753,1,4,14,47,0,2,2477
0,1,3,0,1,2,1,207,0,5441,0,3,9,8,19,0,775
1,1,2,3,0,2,0,276,3,5263,1,3,10,23,16,0,2297
1,1,3,2,1,1,0,207,2,2,2,6,9,7,9,2,2342
0,1,3,2,2,1,0,261,1,9,3,6,8,20,17,1,1859
1,0,3,3,0,2,0,171,3,975,1,3,9,14,3,2,1484
1,1,1,3,3,0,0,279,2,720,3,5,0,15,21,1,2345
0,1,0,1,2,0,1,179,2,1215,0,1,10,24,12,0,2186
2,0,3,2,3,0,1,124,2,1612,3,4,17,30,22,1,3666
0,1,2,2,3,0,2,286,2,1499,3,6,21,49,24,0,3298
0,1,3,0,0,0,0,271,2,1713,1,6,0,24,0,2,2167
2,0,1,3,0,1,1,71,0,59,3,5,11,46,4,1,1553
3,0,2,1,3,2,1,129,0,3433,1,1,16,9,5,1,2013
3,1,0,0,2,1,2,114,2,59,1,7,24,47,3,2,3213
0,0,2,0,2,0,0,72,1,350,2,7,9,36,16,1,2005
1,1,3,0,1,1,2,188,0,87,0,6,24,26,8,0,949
